Wall time,Step,Value
1684795632,0,0.719196796
1684795632,1,0.72895509
1684795632,2,0.70043236
1684795632,3,0.668299377
1684795632,4,0.636304438
1684795632,5,0.609917998
1684795632,6,0.604052007
1684795632,7,0.614120424
1684795632,8,0.60300976
1684795632,9,0.630580068
1684795632,10,0.630848348
1684795632,11,0.613232136
1684795632,12,0.596711099
1684795632,13,0.606527686
1684795632,14,0.598140478
1684795633,15,0.58245647
1684795633,16,0.592320919
1684795633,17,0.592872918
1684795633,18,0.596091568
1684795633,19,0.610593975
1684795633,20,0.597861946
1684795633,21,0.616540253
1684795633,22,0.600309312
1684795633,23,0.604853749
1684795633,24,0.595073223
1684795633,25,0.593678176
1684795633,26,0.589155555
1684795633,27,0.592729568
1684795633,28,0.596312761
1684795633,29,0.589631319
1684795633,30,0.619374096
1684795633,31,0.601815164
1684795633,32,0.601086676
1684795633,33,0.587400317
1684795633,34,0.589812875
1684795633,35,0.606789052
1684795633,36,0.594690502
1684795633,37,0.591586053
1684795633,38,0.585042953
1684795633,39,0.596543908
1684795633,40,0.594186544
1684795633,41,0.591576397
1684795633,42,0.598923624
1684795633,43,0.606556475
1684795633,44,0.602871537
1684795633,45,0.597899616
1684795633,46,0.600572288
1684795633,47,0.612926283
1684795633,48,0.604776133
