Wall time,Step,Value
1684796430,0,0.720457315
1684796430,1,0.730321884
1684796430,2,0.702896237
1684796430,3,0.673772752
1684796430,4,0.642480612
1684796430,5,0.616068482
1684796430,6,0.60699904
1684796430,7,0.616796911
1684796430,8,0.603297055
1684796430,9,0.630693376
1684796430,10,0.630972326
1684796430,11,0.613965929
1684796430,12,0.609402716
1684796430,13,0.607619584
1684796430,14,0.604967833
1684796430,15,0.590122342
1684796430,16,0.602457047
1684796430,17,0.592722654
1684796430,18,0.610721529
1684796430,19,0.601801455
1684796430,20,0.610700667
1684796430,21,0.63181442
1684796430,22,0.605869591
1684796430,23,0.618984342
1684796430,24,0.592338026
1684796430,25,0.598948181
1684796430,26,0.588769317
1684796430,27,0.601303279
1684796430,28,0.600678623
1684796430,29,0.593414903
1684796430,30,0.623216391
1684796430,31,0.60540837
1684796430,32,0.616469622
1684796430,33,0.613444686
1684796430,34,0.615327477
1684796430,35,0.604798913
1684796430,36,0.590357125
1684796430,37,0.590901732
1684796430,38,0.584631562
1684796430,39,0.595445752
1684796430,40,0.608144045
1684796430,41,0.593274176
1684796430,42,0.595186472
1684796430,43,0.602608442
1684796430,44,0.61003077
1684796430,45,0.614357471
1684796430,46,0.6194489
1684796430,47,0.600922704
1684796430,48,0.604958767
